Mode_of_Transport,Departure_Station,Arrival_Station,Departure_Time,Passenger_Count,Fare_Amount,Trip_Duration_Minutes,Trip_Date,Day_of_Week,Hour,time_of_day,Revenue,Route,Is_Weekend
BUS,Downtown,Downtown,2024-01-01 11:57:00,3.0,21.12000850987346,97.5,2024-01-15,Monday,11,Morning,63.36002552962039,Downtown → Downtown,False
BUS,Downtown,Central,2024-01-01 11:58:00,97.0,26.36425396373663,30.0,2024-01-15,Monday,11,Morning,2557.332634482453,Downtown → Central,False
TRAIN,West End,Downtown,2024-01-01 11:59:00,68.0,25.403856477451566,51.0,2024-01-15,Monday,11,Morning,1727.4622404667064,West End → Downtown,False
TRAIN,Airport,Downtown,2024-01-01 12:00:00,25.0,48.66736906713047,9.0,2024-01-16,Tuesday,12,Afternoon,1216.684226678262,Airport → Downtown,False
TRAIN,South Point,Central,2024-01-01 12:01:00,20.0,11.69320389685876,24.0,2024-01-16,Tuesday,12,Afternoon,233.8640779371752,South Point → Central,False
TRAIN,Airport,airport,2024-01-01 12:02:00,34.0,15.5578366219959,138.0,2024-01-16,Tuesday,12,Afternoon,528.9664451478606,Airport → airport,False
TRAIN,Central,airport,2024-01-01 12:03:00,26.0,15.54515435662385,63.0,2024-01-16,Tuesday,12,Afternoon,404.1740132722201,Central → airport,False
FERRY,Central,West End,2024-01-01 12:04:00,5.0,11.90562477480882,150.0,2024-01-16,Tuesday,12,Afternoon,59.5281238740441,Central → West End,False
BUS,Airport,Downtown,2024-01-01 12:05:00,99.0,0.5729541932724151,97.5,2024-01-16,Tuesday,12,Afternoon,56.7224651339691,Airport → Downtown,False
BUS,North Station,Airport,2024-01-01 12:06:00,61.0,36.60256730735582,21.0,2024-01-16,Tuesday,12,Afternoon,2232.756605748705,North Station → Airport,False
TRAM,Downtown,Airport,2024-01-01 12:07:00,92.0,48.35885224006463,18.0,2024-01-16,Tuesday,12,Afternoon,4449.014406085946,Downtown → Airport,False
BUS,Central,South Point,2024-01-01 12:08:00,93.0,11.60252742260973,17.0,2024-01-16,Tuesday,12,Afternoon,1079.035050302705,Central → South Point,False
TRAM, Central ,Airport,2024-01-01 12:09:00,48.0,33.32083599426941,97.5,2024-01-16,Tuesday,12,Afternoon,1599.4001277249317, Central  → Airport,False
BUS,Central,North Station,2024-01-01 12:10:00,50.0,37.2238681844564,132.0,2024-01-16,Tuesday,12,Afternoon,1861.19340922282,Central → North Station,False
TRAIN,West End,Airport,2024-01-01 12:11:00,48.0,42.49705626498098,48.0,2024-01-16,Tuesday,12,Afternoon,2039.8587007190872,West End → Airport,False
BUS,South Point,West End,2024-01-01 12:12:00,83.0,21.42014525217365,123.0,2024-01-16,Tuesday,12,Afternoon,1777.872055930413,South Point → West End,False
TRAM,Central,West End,2024-01-01 12:13:00,60.0,15.49507982920125,147.0,2024-01-16,Tuesday,12,Afternoon,929.704789752075,Central → West End,False
FERRY,Downtown,Downtown,2024-01-01 12:14:00,44.0,16.60210913414004,23.0,2024-01-16,Tuesday,12,Afternoon,730.4928019021618,Downtown → Downtown,False
FERRY,West End,Central,2024-01-01 12:15:00,11.0,35.77475598837638,67.0,2024-01-16,Tuesday,12,Afternoon,393.52231587214015,West End → Central,False
BUS,Central,North Station,2024-01-01 12:16:00,66.0,40.93058359202898,167.0,2024-01-16,Tuesday,12,Afternoon,2701.418517073913,Central → North Station,False
BUS,North Station,Downtown,2024-01-01 12:17:00,47.0,25.403856477451566,85.0,2024-01-16,Tuesday,12,Afternoon,1193.9812544402237,North Station → Downtown,False
TRAM, Central ,North Station,2024-01-01 12:18:00,73.0,18.86157990380938,167.0,2024-01-16,Tuesday,12,Afternoon,1376.8953329780845, Central  → North Station,False
FERRY,Central,Central,2024-01-01 12:19:00,85.0,45.14603973908293,151.0,2024-01-16,Tuesday,12,Afternoon,3837.413377822049,Central → Central,False
FERRY,West End,airport,2024-01-01 12:20:00,88.0,40.43132922488959,152.0,2024-01-16,Tuesday,12,Afternoon,3557.9569717902837,West End → airport,False
TRAIN,North Station,Airport,2024-01-01 12:21:00,98.0,49.25049093674255,104.0,2024-01-16,Tuesday,12,Afternoon,4826.54811180077,North Station → Airport,False
FERRY,Airport,Central,2024-01-01 12:22:00,86.0,37.835288854263,167.0,2024-01-16,Tuesday,12,Afternoon,3253.834841466618,Airport → Central,False
TRAIN,West End,Downtown,2024-01-01 12:23:00,3.0,19.96316245088215,164.0,2024-01-16,Tuesday,12,Afternoon,59.889487352646455,West End → Downtown,False
TRAIN,West End,airport,2024-01-01 12:24:00,48.0,25.403856477451566,126.0,2024-01-17,Wednesday,12,Afternoon,1219.385110917675,West End → airport,False
TRAIN,North Station,South Point,2024-01-01 12:25:00,92.0,33.22020558524235,48.0,2024-01-17,Wednesday,12,Afternoon,3056.258913842296,North Station → South Point,False
TRAIN,West End,West End,2024-01-01 12:26:00,30.0,4.383562907697636,108.0,2024-01-17,Wednesday,12,Afternoon,131.50688723092907,West End → West End,False
TRAIN,North Station,Downtown,2024-01-01 12:27:00,90.0,27.45259947564132,156.0,2024-01-17,Wednesday,12,Afternoon,2470.733952807719,North Station → Downtown,False
FERRY,Central,North Station,2024-01-01 12:28:00,21.0,35.61138100939417,65.0,2024-01-17,Wednesday,12,Afternoon,747.8390011972776,Central → North Station,False
FERRY,North Station,South Point,2024-01-01 12:29:00,28.0,8.782404548052488,129.0,2024-01-17,Wednesday,12,Afternoon,245.90732734546967,North Station → South Point,False
TRAIN,North Station,Downtown,2024-01-01 12:30:00,48.0,39.14127001256508,149.0,2024-01-17,Wednesday,12,Afternoon,1878.7809606031237,North Station → Downtown,False
FERRY,South Point,Central,2024-01-01 12:31:00,62.0,29.39675263544853,75.0,2024-01-17,Wednesday,12,Afternoon,1822.5986633978089,South Point → Central,False
FERRY,North Station,Central,2024-01-01 12:32:00,33.0,47.63497839203094,111.0,2024-01-17,Wednesday,12,Afternoon,1571.954286937021,North Station → Central,False
TRAIN,North Station,Central,2024-01-01 12:33:00,48.0,2.599903761241139,54.0,2024-01-17,Wednesday,12,Afternoon,124.79538053957467,North Station → Central,False
BUS,Airport,Central,2024-01-01 12:34:00,35.0,13.63364380899561,69.0,2024-01-17,Wednesday,12,Afternoon,477.1775333148463,Airport → Central,False
TRAIN,Central,North Station,2024-01-01 12:35:00,52.0,30.27691702534129,103.0,2024-01-17,Wednesday,12,Afternoon,1574.399685317747,Central → North Station,False
BUS,South Point,South Point,2024-01-01 12:36:00,34.0,15.17971565419357,36.0,2024-01-17,Wednesday,12,Afternoon,516.1103322425814,South Point → South Point,False
TRAM,Airport,Airport,2024-01-01 12:37:00,41.0,35.86399612152649,168.0,2024-01-17,Wednesday,12,Afternoon,1470.4238409825862,Airport → Airport,False
FERRY,Downtown,West End,2024-01-01 12:38:00,51.0,38.07076148483559,145.0,2024-01-17,Wednesday,12,Afternoon,1941.6088357266153,Downtown → West End,False
BUS,Central,North Station,2024-01-01 12:39:00,48.0,5.574540221290485,62.0,2024-01-17,Wednesday,12,Afternoon,267.5779306219433,Central → North Station,False
BUS,Central,North Station,2024-01-01 12:40:00,82.0,25.935795978235,132.0,2024-01-17,Wednesday,12,Afternoon,2126.73527021527,Central → North Station,False
TRAM,Downtown,Airport,2024-01-01 12:41:00,58.0,25.69008250175727,146.0,2024-01-17,Wednesday,12,Afternoon,1490.0247851019217,Downtown → Airport,False
BUS,North Station,Airport,2024-01-01 12:42:00,75.0,18.77939812566928,169.0,2024-01-17,Wednesday,12,Afternoon,1408.4548594251962,North Station → Airport,False
BUS,Airport,West End,2024-01-01 12:43:00,57.0,46.67978069719877,116.0,2024-01-17,Wednesday,12,Afternoon,2660.74749974033,Airport → West End,False
TRAM,West End,West End,2024-01-01 12:44:00,23.0,41.46156283372445,72.0,2024-01-17,Wednesday,12,Afternoon,953.6159451756623,West End → West End,False
FERRY,South Point,airport,2024-01-01 12:45:00,48.0,35.01186440452702,44.0,2024-01-17,Wednesday,12,Afternoon,1680.5694914172968,South Point → airport,False
BUS,West End,Central,2024-01-01 12:46:00,22.0,35.85916846888238,148.0,2024-01-17,Wednesday,12,Afternoon,788.9017063154124,West End → Central,False
BUS,Downtown,North Station,2024-01-01 12:47:00,17.0,23.3549491187494,136.0,2024-01-17,Wednesday,12,Afternoon,397.0341350187398,Downtown → North Station,False
TRAM,Central,Downtown,2024-01-01 12:48:00,69.0,46.08922879428051,97.5,2024-01-18,Thursday,12,Afternoon,3180.1567868053553,Central → Downtown,False
TRAM,Central,airport,2024-01-01 12:49:00,11.0,34.88247364903763,94.0,2024-01-18,Thursday,12,Afternoon,383.7072101394139,Central → airport,False
TRAIN,South Point,West End,2024-01-01 12:50:00,48.0,36.58456255196291,32.0,2024-01-18,Thursday,12,Afternoon,1756.0590024942198,South Point → West End,False
BUS,Central,Airport,2024-01-01 12:51:00,15.0,43.15369973747359,100.0,2024-01-18,Thursday,12,Afternoon,647.3054960621038,Central → Airport,False
TRAIN, Central ,South Point,2024-01-01 12:52:00,48.0,14.06654367243845,35.0,2024-01-18,Thursday,12,Afternoon,675.1940962770456, Central  → South Point,False
FERRY,South Point,Downtown,2024-01-01 12:53:00,35.0,25.403856477451566,7.0,2024-01-18,Thursday,12,Afternoon,889.1349767108048,South Point → Downtown,False
TRAIN,Airport,Downtown,2024-01-01 12:54:00,33.0,10.16440984634636,140.0,2024-01-18,Thursday,12,Afternoon,335.42552492942986,Airport → Downtown,False
FERRY,Airport,West End,2024-01-01 12:55:00,84.0,17.59442663612195,28.0,2024-01-18,Thursday,12,Afternoon,1477.9318374342436,Airport → West End,False
TRAM,South Point,Central,2024-01-01 12:56:00,48.0,25.403856477451566,97.5,2024-01-18,Thursday,12,Afternoon,1219.385110917675,South Point → Central,False
BUS, Central ,airport,2024-01-01 12:57:00,48.0,48.93701068526246,175.0,2024-01-18,Thursday,12,Afternoon,2348.976512892598, Central  → airport,False
BUS,Central,Downtown,2024-01-01 12:58:00,66.0,42.89859257552238,163.0,2024-01-18,Thursday,12,Afternoon,2831.307109984477,Central → Downtown,False
BUS,Central,airport,2024-01-01 12:59:00,99.0,35.20790814871786,49.0,2024-01-18,Thursday,12,Afternoon,3485.5829067230684,Central → airport,False
BUS,Downtown,Downtown,2024-01-01 13:00:00,40.0,36.48930969996181,12.0,2024-01-18,Thursday,13,Afternoon,1459.5723879984723,Downtown → Downtown,False
TRAIN,Airport,South Point,2024-01-01 13:01:00,28.0,28.32260332292727,75.0,2024-01-18,Thursday,13,Afternoon,793.0328930419636,Airport → South Point,False
BUS,North Station,South Point,2024-01-01 13:02:00,47.0,47.38098802187169,112.0,2024-01-18,Thursday,13,Afternoon,2226.9064370279693,North Station → South Point,False
FERRY,North Station,North Station,2024-01-01 13:03:00,39.0,25.0648082676769,119.0,2024-01-18,Thursday,13,Afternoon,977.527522439399,North Station → North Station,False
FERRY,North Station,Airport,2024-01-01 13:04:00,70.0,19.33562663855978,107.0,2024-01-18,Thursday,13,Afternoon,1353.4938646991845,North Station → Airport,False
TRAM,Airport,Airport,2024-01-01 13:05:00,73.0,8.570249178113755,97.5,2024-01-18,Thursday,13,Afternoon,625.6281900023041,Airport → Airport,False
BUS,Airport,West End,2024-01-01 13:06:00,20.0,25.403856477451566,61.0,2024-01-18,Thursday,13,Afternoon,508.0771295490313,Airport → West End,False
TRAM,Downtown,South Point,2024-01-01 13:07:00,1.0,36.85497463774178,34.0,2024-01-18,Thursday,13,Afternoon,36.85497463774178,Downtown → South Point,False
FERRY,Central,North Station,2024-01-01 13:08:00,72.0,19.52557440694468,150.0,2024-01-18,Thursday,13,Afternoon,1405.841357300017,Central → North Station,False
BUS,Downtown,North Station,2024-01-01 13:09:00,87.0,1.747073990981853,118.0,2024-01-18,Thursday,13,Afternoon,151.9954372154212,Downtown → North Station,False
BUS,Downtown,Downtown,2024-01-01 13:10:00,63.0,25.403856477451566,121.0,2024-01-18,Thursday,13,Afternoon,1600.4429580794485,Downtown → Downtown,False
BUS,Airport,Downtown,2024-01-01 13:11:00,67.0,1.065190180976645,171.0,2024-01-18,Thursday,13,Afternoon,71.36774212543521,Airport → Downtown,False
BUS,North Station,North Station,2024-01-01 13:12:00,4.0,35.33313909163802,64.0,2024-01-19,Friday,13,Afternoon,141.33255636655207,North Station → North Station,False
FERRY,West End,Downtown,2024-01-01 13:13:00,58.0,48.52772693143982,102.0,2024-01-19,Friday,13,Afternoon,2814.6081620235095,West End → Downtown,False
TRAIN,Central,South Point,2024-01-01 13:14:00,25.0,22.16423574333607,175.0,2024-01-19,Friday,13,Afternoon,554.1058935834018,Central → South Point,False
BUS,Airport,Central,2024-01-01 13:15:00,47.0,12.13118354729966,130.0,2024-01-19,Friday,13,Afternoon,570.165626723084,Airport → Central,False
TRAIN,North Station,South Point,2024-01-01 13:16:00,38.0,25.403856477451566,177.0,2024-01-19,Friday,13,Afternoon,965.3465461431595,North Station → South Point,False
FERRY,West End,North Station,2024-01-01 13:17:00,15.0,40.94784302977146,155.0,2024-01-19,Friday,13,Afternoon,614.217645446572,West End → North Station,False
TRAIN,West End,North Station,2024-01-01 13:18:00,63.0,27.54830064585344,98.0,2024-01-19,Friday,13,Afternoon,1735.5429406887667,West End → North Station,False
TRAIN,Airport,airport,2024-01-01 13:19:00,21.0,48.36824612517923,138.0,2024-01-19,Friday,13,Afternoon,1015.7331686287639,Airport → airport,False
FERRY,South Point,Downtown,2024-01-01 13:20:00,99.0,3.057601722069075,126.0,2024-01-19,Friday,13,Afternoon,302.7025704848384,South Point → Downtown,False
TRAIN,Central,Downtown,2024-01-01 13:21:00,57.0,25.48738211607414,97.5,2024-01-19,Friday,13,Afternoon,1452.780780616226,Central → Downtown,False
TRAIN,West End,Airport,2024-01-01 13:22:00,53.0,36.06347039246623,8.0,2024-01-19,Friday,13,Afternoon,1911.36393080071,West End → Airport,False
FERRY, Central ,North Station,2024-01-01 13:23:00,46.0,43.20070332188436,97.0,2024-01-19,Friday,13,Afternoon,1987.2323528066806, Central  → North Station,False
TRAIN,Airport,West End,2024-01-01 13:24:00,48.0,9.373152789435608,155.0,2024-01-19,Friday,13,Afternoon,449.91133389290917,Airport → West End,False
FERRY,North Station,Airport,2024-01-01 13:25:00,76.0,40.10017234730223,10.0,2024-01-19,Friday,13,Afternoon,3047.6130983949693,North Station → Airport,False
TRAIN,South Point,Downtown,2024-01-01 13:26:00,17.0,27.85900024806799,36.0,2024-01-19,Friday,13,Afternoon,473.60300421715584,South Point → Downtown,False
FERRY,Central,South Point,2024-01-01 13:27:00,39.0,20.12940725850318,110.0,2024-01-19,Friday,13,Afternoon,785.046883081624,Central → South Point,False
FERRY,Downtown,Downtown,2024-01-01 13:28:00,48.0,7.019893914665131,150.0,2024-01-19,Friday,13,Afternoon,336.95490790392626,Downtown → Downtown,False
TRAIN,North Station,airport,2024-01-01 13:29:00,99.0,43.33214006599116,19.0,2024-01-19,Friday,13,Afternoon,4289.881866533125,North Station → airport,False
TRAIN, Central ,Airport,2024-01-01 13:30:00,77.0,25.403856477451566,172.0,2024-01-19,Friday,13,Afternoon,1956.0969487637706, Central  → Airport,False
BUS,West End,North Station,2024-01-01 13:31:00,79.0,15.83449903085041,126.0,2024-01-19,Friday,13,Afternoon,1250.9254234371824,West End → North Station,False
BUS,North Station,Downtown,2024-01-01 13:32:00,82.0,14.85725383214062,100.0,2024-01-19,Friday,13,Afternoon,1218.2948142355308,North Station → Downtown,False
BUS,Airport,South Point,2024-01-01 13:33:00,97.0,43.63499469244729,10.0,2024-01-19,Friday,13,Afternoon,4232.594485167388,Airport → South Point,False
BUS,West End,North Station,2024-01-01 13:34:00,6.0,33.79879821334045,116.0,2024-01-19,Friday,13,Afternoon,202.79278928004268,West End → North Station,False
BUS,South Point,West End,2024-01-01 13:35:00,91.0,39.93572916097293,124.0,2024-01-19,Friday,13,Afternoon,3634.1513536485368,South Point → West End,False
TRAIN,Central,South Point,2024-01-01 13:36:00,23.0,12.8981609902287,127.0,2024-01-20,Saturday,13,Afternoon,296.6577027752601,Central → South Point,True
FERRY,South Point,Airport,2024-01-01 13:37:00,48.0,31.43126793054645,71.0,2024-01-20,Saturday,13,Afternoon,1508.7008606662296,South Point → Airport,True
BUS,West End,West End,2024-01-01 13:38:00,91.0,25.403856477451566,110.0,2024-01-20,Saturday,13,Afternoon,2311.7509394480926,West End → West End,True
TRAIN,Downtown,West End,2024-01-01 13:39:00,98.0,41.72510365101942,97.5,2024-01-20,Saturday,13,Afternoon,4089.0601577999028,Downtown → West End,True
FERRY,Central,Central,2024-01-01 13:40:00,46.0,45.3513094938224,47.0,2024-01-20,Saturday,13,Afternoon,2086.1602367158303,Central → Central,True
TRAIN,Central,Downtown,2024-01-01 13:41:00,38.0,1.101760188130647,149.0,2024-01-20,Saturday,13,Afternoon,41.86688714896458,Central → Downtown,True
FERRY,North Station,South Point,2024-01-01 13:42:00,14.0,33.86398599341024,100.0,2024-01-20,Saturday,13,Afternoon,474.09580390774335,North Station → South Point,True
TRAIN,North Station,West End,2024-01-01 13:43:00,72.0,3.065872056426587,136.0,2024-01-20,Saturday,13,Afternoon,220.74278806271428,North Station → West End,True
BUS,Downtown,Central,2024-01-01 13:44:00,62.0,27.66850392132912,85.0,2024-01-20,Saturday,13,Afternoon,1715.4472431224053,Downtown → Central,True
BUS,Airport,Airport,2024-01-01 13:45:00,48.0,14.73782008766207,45.0,2024-01-20,Saturday,13,Afternoon,707.4153642077794,Airport → Airport,True
TRAM,Central,North Station,2024-01-01 13:46:00,19.0,15.68544167634599,97.5,2024-01-20,Saturday,13,Afternoon,298.02339185057383,Central → North Station,True
TRAIN,Downtown,South Point,2024-01-01 13:47:00,48.0,17.97144592089165,164.0,2024-01-20,Saturday,13,Afternoon,862.6294042027992,Downtown → South Point,True
FERRY,North Station,West End,2024-01-01 13:48:00,78.0,31.2539762279557,39.0,2024-01-20,Saturday,13,Afternoon,2437.8101457805446,North Station → West End,True
BUS,North Station,Downtown,2024-01-01 13:49:00,84.0,25.403856477451566,26.0,2024-01-20,Saturday,13,Afternoon,2133.9239441059317,North Station → Downtown,True
TRAM,Central,Central,2024-01-01 13:50:00,25.0,36.76860300421888,154.0,2024-01-20,Saturday,13,Afternoon,919.215075105472,Central → Central,True
BUS,South Point,West End,2024-01-01 13:51:00,40.0,20.52410558590655,116.0,2024-01-20,Saturday,13,Afternoon,820.964223436262,South Point → West End,True
TRAM, Central ,Downtown,2024-01-01 13:52:00,48.0,3.883483415342952,15.0,2024-01-20,Saturday,13,Afternoon,186.4072039364617, Central  → Downtown,True
BUS,North Station,West End,2024-01-01 13:53:00,14.0,39.29611220296331,7.0,2024-01-20,Saturday,13,Afternoon,550.1455708414863,North Station → West End,True
TRAIN,Airport,South Point,2024-01-01 13:54:00,26.0,14.64503706733895,141.0,2024-01-20,Saturday,13,Afternoon,380.7709637508127,Airport → South Point,True
TRAIN,Airport,South Point,2024-01-01 13:55:00,87.0,25.403856477451566,97.5,2024-01-20,Saturday,13,Afternoon,2210.1355135382864,Airport → South Point,True
TRAM,North Station,South Point,2024-01-01 13:56:00,22.0,34.42947221948413,80.0,2024-01-20,Saturday,13,Afternoon,757.4483888286509,North Station → South Point,True
FERRY,South Point,Airport,2024-01-01 13:57:00,48.0,16.95657977886124,91.0,2024-01-20,Saturday,13,Afternoon,813.9158293853395,South Point → Airport,True
FERRY,South Point,Airport,2024-01-01 13:58:00,83.0,3.300989979262424,18.0,2024-01-20,Saturday,13,Afternoon,273.9821682787812,South Point → Airport,True
FERRY,Downtown,Central,2024-01-01 13:59:00,51.0,19.00909182713427,22.0,2024-01-20,Saturday,13,Afternoon,969.4636831838478,Downtown → Central,True
TRAM,Airport,South Point,2024-01-01 14:00:00,48.0,47.25020484336802,117.0,2024-01-21,Sunday,14,Afternoon,2268.009832481665,Airport → South Point,True
TRAIN,Downtown,Downtown,2024-01-01 14:01:00,42.0,32.26585266627863,77.0,2024-01-21,Sunday,14,Afternoon,1355.1658119837025,Downtown → Downtown,True
TRAIN,Airport,West End,2024-01-01 14:02:00,19.0,33.73821785902674,27.0,2024-01-21,Sunday,14,Afternoon,641.026139321508,Airport → West End,True
FERRY,West End,North Station,2024-01-01 14:03:00,73.0,31.79796660506317,87.0,2024-01-21,Sunday,14,Afternoon,2321.2515621696116,West End → North Station,True
BUS,West End,Downtown,2024-01-01 14:04:00,28.0,10.35011087849212,129.0,2024-01-21,Sunday,14,Afternoon,289.8031045977794,West End → Downtown,True
TRAIN,Central,Airport,2024-01-01 14:05:00,84.0,21.20752627306287,179.0,2024-01-21,Sunday,14,Afternoon,1781.4322069372813,Central → Airport,True
FERRY,Downtown,Airport,2024-01-01 14:06:00,45.0,37.67152001898425,73.0,2024-01-21,Sunday,14,Afternoon,1695.2184008542913,Downtown → Airport,True
BUS,North Station,Downtown,2024-01-01 14:07:00,48.0,5.517958428881378,51.0,2024-01-21,Sunday,14,Afternoon,264.8620045863061,North Station → Downtown,True
TRAIN,Downtown,Airport,2024-01-01 14:08:00,78.0,14.25371241644076,120.0,2024-01-21,Sunday,14,Afternoon,1111.7895684823793,Downtown → Airport,True
FERRY,North Station,South Point,2024-01-01 14:09:00,48.0,14.17779586905975,34.0,2024-01-21,Sunday,14,Afternoon,680.534201714868,North Station → South Point,True
TRAIN,South Point,Central,2024-01-01 14:10:00,73.0,21.88493691592805,29.0,2024-01-21,Sunday,14,Afternoon,1597.6003948627476,South Point → Central,True
BUS,Downtown,airport,2024-01-01 14:11:00,48.0,49.02825267663816,160.0,2024-01-21,Sunday,14,Afternoon,2353.356128478632,Downtown → airport,True
TRAIN,South Point,Central,2024-01-01 14:12:00,47.0,25.403856477451566,116.0,2024-01-21,Sunday,14,Afternoon,1193.9812544402237,South Point → Central,True
TRAIN,West End,West End,2024-01-01 14:13:00,14.0,25.403856477451566,29.0,2024-01-21,Sunday,14,Afternoon,355.6539906843219,West End → West End,True
TRAIN,West End,West End,2024-01-01 14:14:00,48.0,9.378551759604417,78.0,2024-01-21,Sunday,14,Afternoon,450.170484461012,West End → West End,True
TRAIN, Central ,Central,2024-01-01 14:15:00,53.0,48.54848899778234,62.0,2024-01-21,Sunday,14,Afternoon,2573.069916882464, Central  → Central,True
BUS,Downtown,Downtown,2024-01-01 14:16:00,61.0,6.108523484009478,98.0,2024-01-21,Sunday,14,Afternoon,372.61993252457813,Downtown → Downtown,True
TRAM,South Point,West End,2024-01-01 14:17:00,36.0,20.47824961689876,123.0,2024-01-21,Sunday,14,Afternoon,737.2169862083554,South Point → West End,True
TRAIN,North Station,Central,2024-01-01 14:18:00,48.0,37.025306749313,131.0,2024-01-21,Sunday,14,Afternoon,1777.2147239670242,North Station → Central,True
TRAIN,West End,West End,2024-01-01 14:19:00,48.0,35.37544418735854,173.0,2024-01-21,Sunday,14,Afternoon,1698.0213209932099,West End → West End,True
FERRY,West End,North Station,2024-01-01 14:20:00,48.0,21.42506752624965,29.0,2024-01-21,Sunday,14,Afternoon,1028.4032412599831,West End → North Station,True
TRAIN,North Station,Downtown,2024-01-01 14:21:00,9.0,17.65294631365955,82.0,2024-01-21,Sunday,14,Afternoon,158.87651682293597,North Station → Downtown,True
FERRY,South Point,South Point,2024-01-01 14:22:00,64.0,20.18181273836709,103.0,2024-01-21,Sunday,14,Afternoon,1291.6360152554937,South Point → South Point,True
TRAM, Central ,West End,2024-01-01 14:23:00,48.0,13.58167502635265,120.0,2024-01-21,Sunday,14,Afternoon,651.9204012649272, Central  → West End,True
BUS,Downtown,North Station,2024-01-01 14:24:00,52.0,10.66398046598659,52.0,2024-01-22,Monday,14,Afternoon,554.5269842313027,Downtown → North Station,False
BUS,Downtown,South Point,2024-01-01 14:25:00,89.0,24.41046502916505,97.5,2024-01-22,Monday,14,Afternoon,2172.5313875956895,Downtown → South Point,False
BUS,Airport,South Point,2024-01-01 14:26:00,14.0,13.79242092534656,103.0,2024-01-22,Monday,14,Afternoon,193.09389295485184,Airport → South Point,False
TRAM,Airport,airport,2024-01-01 14:27:00,75.0,14.72935241241388,15.0,2024-01-22,Monday,14,Afternoon,1104.701430931041,Airport → airport,False
TRAM,Central,Central,2024-01-01 14:28:00,53.0,33.00942514199058,89.0,2024-01-22,Monday,14,Afternoon,1749.4995325255009,Central → Central,False
TRAM,West End,West End,2024-01-01 14:29:00,48.0,25.403856477451566,153.0,2024-01-22,Monday,14,Afternoon,1219.385110917675,West End → West End,False
BUS,Downtown,North Station,2024-01-01 14:30:00,48.0,30.38004142768907,177.0,2024-01-22,Monday,14,Afternoon,1458.2419885290753,Downtown → North Station,False
FERRY,South Point,South Point,2024-01-01 14:31:00,78.0,4.31048361971583,139.0,2024-01-22,Monday,14,Afternoon,336.21772233783474,South Point → South Point,False
TRAM,North Station,West End,2024-01-01 14:32:00,94.0,4.241388885776315,97.5,2024-01-22,Monday,14,Afternoon,398.69055526297365,North Station → West End,False
TRAIN,South Point,Central,2024-01-01 14:33:00,41.0,47.59544943185551,68.0,2024-01-22,Monday,14,Afternoon,1951.413426706076,South Point → Central,False
BUS, Central ,West End,2024-01-01 14:34:00,68.0,15.21589412021302,97.5,2024-01-22,Monday,14,Afternoon,1034.6808001744853, Central  → West End,False
FERRY,Airport,Downtown,2024-01-01 14:35:00,68.0,25.403856477451566,97.5,2024-01-22,Monday,14,Afternoon,1727.4622404667064,Airport → Downtown,False
TRAIN, Central ,Central,2024-01-01 14:36:00,92.0,30.15270706394389,125.0,2024-01-22,Monday,14,Afternoon,2774.049049882838, Central  → Central,False
FERRY,Central,North Station,2024-01-01 14:37:00,8.0,31.37061452536817,46.0,2024-01-22,Monday,14,Afternoon,250.96491620294535,Central → North Station,False
FERRY,West End,South Point,2024-01-01 14:38:00,48.0,32.60098859587507,58.0,2024-01-22,Monday,14,Afternoon,1564.8474526020036,West End → South Point,False
FERRY,Airport,West End,2024-01-01 14:39:00,86.0,13.73640037894829,79.0,2024-01-22,Monday,14,Afternoon,1181.3304325895529,Airport → West End,False
TRAM,North Station,Central,2024-01-01 14:40:00,41.0,1.247978868616514,97.5,2024-01-22,Monday,14,Afternoon,51.16713361327708,North Station → Central,False
BUS,Airport,Downtown,2024-01-01 14:41:00,55.0,48.26826078799635,22.0,2024-01-22,Monday,14,Afternoon,2654.754343339799,Airport → Downtown,False
BUS, Central ,Central,2024-01-01 14:42:00,16.0,12.91920576170957,94.0,2024-01-22,Monday,14,Afternoon,206.70729218735312, Central  → Central,False
TRAM,West End,airport,2024-01-01 14:43:00,93.0,33.9633012586011,148.0,2024-01-22,Monday,14,Afternoon,3158.5870170499024,West End → airport,False
TRAIN,North Station,Downtown,2024-01-01 14:44:00,62.0,35.47817855899612,10.0,2024-01-22,Monday,14,Afternoon,2199.6470706577593,North Station → Downtown,False
TRAIN,Central,North Station,2024-01-01 14:45:00,48.0,30.69536714543454,112.0,2024-01-22,Monday,14,Afternoon,1473.3776229808577,Central → North Station,False
FERRY,Airport,South Point,2024-01-01 14:46:00,30.0,15.98891601357559,179.0,2024-01-22,Monday,14,Afternoon,479.6674804072677,Airport → South Point,False
BUS, Central ,North Station,2024-01-01 14:47:00,12.0,13.91926456132126,52.0,2024-01-22,Monday,14,Afternoon,167.03117473585513, Central  → North Station,False
FERRY,West End,West End,2024-01-01 14:48:00,35.0,30.08457999378381,97.5,2024-01-23,Tuesday,14,Afternoon,1052.9602997824334,West End → West End,False
FERRY,Downtown,Central,2024-01-01 14:49:00,11.0,43.37173386377873,80.0,2024-01-23,Tuesday,14,Afternoon,477.089072501566,Downtown → Central,False
TRAM,Central,Airport,2024-01-01 14:50:00,64.0,47.36331958170808,81.0,2024-01-23,Tuesday,14,Afternoon,3031.2524532293173,Central → Airport,False
